Sequence_ID,GC_content
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___ad3a82d1bf26cb807cd50e3845658736eb3600e38996dd6f45bd55c1,44.37
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___829ea7d2d24f6a2c5fa32624cb5d90cbca31d0ea7410bdb9663b7870,49.58
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___803e7b49102617ad37931c79126d947e7006c899e6414b0962e8a315,48.75
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___0448c102cea9a8c53bb5874df70fdb050837aa4346b6c3022cd693b5,50.47
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___f596f159577dfbbd35381374e4198ccc40884298fadbde481c9d4025,51.04
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___3c022671931ccbda5314cb3c5936315dbf24ffeac82a22a1a8cbcc20,50.05
PsbA-nuc-Calothrix_sp_PCC_7507.fa_2Z87P.faa.final_tree.fa___photo_hmms___ca7764bc579b271090e7cdee71d7ac40cc4f95743e1328c70f226e61,49.77
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___a6260b9f84998fca6af0727cc17382bacd7b0b40a38339bbef34ed73,50.16
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___68158e9ae183515b2ed97d8a3be713e87d6fcc304a57ab231ef4e283,50.83
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___96ec50a014f54ba767fe5ce7b66510077df1acae85065a21e1cc39c4,48.84
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___9322641dcfd268412b852e803be85bb35cd534c0c34def2e98e6905e,42.97
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___cd46c4fb641ba0ade510451761b2f4872e29208861ec34426b7738c6,46.87
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___7ea6b33aabc2fd9f321bccae8bfdfe16621a8eb47d03889957e72db8,46.42
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___5f745d8426a5336e442178a2e40b7faccc27c8a029a5f4a21a65fc5f,48.29
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___b6d47486010c1a37e7902a7b168451ea1cc0f266b5e2bb455332ffe8,45.04
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___5e3b7ccae5c033d3ec51a66ca7c7e3f035a1cbca0dbf2f14e1ad81d8,53.94
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___6465e0ddb75bc028b91954517eadc68e87be751f729ce3b9b47bca1c,49.78
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___4953946974e4fe8b8f0918e391134e3230c59e984aba05a538d1a6e1,45.8
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___2d9c36621211e5070e4b8bcff86ca523d180007833f2036b5e7e67f1,51.36
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_6912.fa_2Z87P.faa.final_tree.fa___photo_hmms___a7d0dae3dc478bebd57f9284384df9fccc18991fbd7c0fe2c62c1550,46.18
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___ea580f88a5dcb73a4b92f2831168994095b19db90abe2e03c18cabe4,46.18
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___c3f9780d729e9cffdb7316e40c0dfb641751ef0a7d0fd55d5cb75b0d,42.97
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___651abac62d437bed5e07baf1a28b1e126d3dc6bce569ed0773400ccc,46.87
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___f67d5e8fa8996f2b17b413f74c3f6b26b76cd6efd8d47a97d53b2aa9,46.42
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___fe75fe42f544990559936bcc51552eabb36932594e1c906334970a98,49.86
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___cf6e265cbab837d4680b70ad41c70bc28b70e04e8b2e566b1b4be977,45.04
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___a41696b98f02086dc41f13ef610e5622d1c28f05b556ee177983870e,55.09
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___c4cdfed513c7022fccd7af32e8e2d7fe954fd66a267e1726485b8ace,50.0
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___a39779064c33cdb50c6f0e8bf4f8ac9dde8201abfb716345d36512ee,51.36
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___d9bd890722aa6f268af07f4a02055fce6a3d2ecb0366567262a11b15,45.8
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___3cbed414fa320ef8b54a0bcec9921530938e3dc59dbd0581184748e9,50.0
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___139cdbd15f27602a20669f670b58b09bbdc315a5dcaadffc4d78b301,54.17
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___730b007fc5eac9eb1f002cf2a0bf86e5f702f14d543d6adf47a8421a,50.05
PsbA-nuc-Chlorogloeopsis_fritschii_PCC_9212.fa_2Z87P.faa.final_tree.fa___photo_hmms___5053d0a2fbd8539d42212c86a8c631a73f2ac9348358d86f918022ec,49.02
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___cdec06d14f2332b2fbd85d2dcfa44eac848d39bc5b610b0a29ead8b7,43.95
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___fcc77b3863703e7d3494471ab596ee9c348df6ad1760c49fc481282a,42.78
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___bc473a08a42481692f8305b5794a7e730595dde8a2079857d936b5cb,44.32
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___4aa72e104577b697de71785efddf6271a2ea0e6136f3e303f180ad1f,44.04
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___c14920b4e603149ce92f5ab1426d3ae2dc9e8e224500812837492986,38.04
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___6732852f8aa621ee1394776bb28bd320d808ab45dc3ef913f3ca725d,42.4
PsbA-nuc-Chondrocystis_sp_NIES-4102.fa_2Z87P.faa.final_tree.fa___photo_hmms___adbe930450d66a266229e36e5ab60226a3eab80e3e2213195d244bb9,44.14
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___b8d435b7fd1f243450e169f3e02595a977ffa9473a08ce1d029dfc9b,47.61
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___992adc1f8d4b02c6fa2011f992ed596666832438cd2663c8b6c5333f,47.83
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___fce55114285caf12f1ae78ced8b2745acb5a8353885f2f59eeae461e,48.2
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___861e671af5172f6047c190f6cb9de265d3cc3bdfae66f1b7a97eed22,45.61
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___9881e0c0f74b549abcc434bbdf7821a80de2f05f5c799302353c0e2a,51.69
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___136d355dfda4be91a44b8aa1f9a587a4c39264b897963bbbc2698fde,54.49
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___cdabfa3d0d0eaf75706a04e4eed772586e4c90a93a758eb2436b2b2e,53.7
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___85525954cb2e7d45b9c3496c1a8b411b40e0903f5ed9feaeaf10052c,53.92
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___3aab05c5fc881c85d788a3ad2e1dfdf0dbe6ea292a606a69657ffb30,52.26
PsbA-nuc-Chroococcidiopsis_thermalis_PCC_7203.fa_2Z87P.faa.final_tree.fa___photo_hmms___5e85e3dac2d3be89441a0143fc3cbceaea4acc30be3bfc286f9974ef,49.49
PsbA-nuc-Chroogloeocystis_siderophila_5_2_s_c_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___127ab48dcefdea62230dfa7273e522fad83398647681d2159a190ee7,51.23
PsbA-nuc-Chroogloeocystis_siderophila_5_2_s_c_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___153aaac78133893de4718fbda5f166995e3849de6f51ba2df5916f42,50.66
PsbA-nuc-Chroogloeocystis_siderophila_5_2_s_c_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f1aecefd00ea6dfd3fe1166fe20fba5d7a595524fe18d30e856ef03f,48.57
PsbA-nuc-Chroogloeocystis_siderophila_5_2_s_c_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___c929764fa7231415444e5a20d5c55984f6b76e2ce2cfb14b55d91ae5,46.01
PsbA-nuc-Crinalium_epipsammum_PCC_9333.fa_2Z87P.faa.final_tree.fa___photo_hmms___39e906fef703b18565b6bc5c9b69943af24fcfd87b071fba833c922f,48.01
PsbA-nuc-Crinalium_epipsammum_PCC_9333.fa_2Z87P.faa.final_tree.fa___photo_hmms___37f54420e8cb10554849f26cfd8a96ddac84ac8ed8771c2a462ef82e,50.24
PsbA-nuc-Crinalium_epipsammum_PCC_9333.fa_2Z87P.faa.final_tree.fa___photo_hmms___9f6a58c9d71927750cf73575e0056020faaf24f651bb3f031662848b,48.11
PsbA-nuc-Crinalium_epipsammum_PCC_9333.fa_2Z87P.faa.final_tree.fa___photo_hmms___5a8772d7d3538f9c7ae7e0b806edac62836ba38d11e88b9f938983e9,50.9
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___99f24810b63d16e080f9ae57ffd56248bc0e45b88bfdc2fc621c511d,42.28
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___07b60904ccdafe4c92e5d5f2b85e6c4ed4cad57c7eec57d45f9d7860,46.22
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___5a3152e16e69843af334d5275fb3b43240398f214e60aa26be47f62e,48.48
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___0dd6d19472404ab455bad9e0436109dccba2eb0e5de5671920324722,48.01
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___ea6d8ec28f48f15227e8f06d50bbd60e4cd49f7c03ccb1c8245efe4c,44.75
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___be7a9d25ebbb3f04131dddc89e3d64fb7b3ba2eea402b457232944bb,43.04
PsbA-nuc-Crocosphaera_subtropica_ATCC_51142.fa_2Z87P.faa.final_tree.fa___photo_hmms___6f781cfa994ea44a8d65894c06e242e82da79e7153cf824e2429e1c2,46.41
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___b7223313beffe83f4126e9ca61efb30e7695e40e0abce88a39d98f36,43.42
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___9b88919a5e8ff7fd2f09cc8bd81e97e2c191cda6d41af7593760d7a8,43.37
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___3ec8b3e1f037d63e06b5d994c9afb6309e116b648a4ef73e9cef1a0a,41.0
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___d1118e5fb3424bb4308a348210b4dcac3174d37f548be8fb139fbb82,43.23
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___da8f8756f61c5952825b1b3ae060101aaee2a021a669fd91e6e7b056,41.1
PsbA-nuc-Cyanobacterium_aponinum_PCC_10605.fa_2Z87P.faa.final_tree.fa___photo_hmms___80ef6694d99b703e5c1a6c17410e48005d3a13d62e920bb4ef30bad7,44.32
PsbA-nuc-Cyanobacterium_sp_IPPAS_B-1200.fa_2Z87P.faa.final_tree.fa___photo_hmms___9d61a331b395c1978a995f85a9e789e0b911379b5e7b52e9e1989011,45.61
PsbA-nuc-Cyanobacterium_sp_IPPAS_B-1200.fa_2Z87P.faa.final_tree.fa___photo_hmms___371eb024f3ccde077135a606b0dd33b2ca1ff4c58f88e86f1751a1eb,43.05
PsbA-nuc-Cyanobacterium_sp_IPPAS_B-1200.fa_2Z87P.faa.final_tree.fa___photo_hmms___0815ab1f7a3105afff7bbcd522578b2c1b0c3ab81dd69e10c86bc82b,45.23
PsbA-nuc-Cyanobacterium_sp_IPPAS_B-1200.fa_2Z87P.faa.final_tree.fa___photo_hmms___e8527a2548befd4a4ccdb3a1a70837cc944364dfe64653611543af4c,45.42
PsbA-nuc-Cyanobacterium_sp_IPPAS_B-1200.fa_2Z87P.faa.final_tree.fa___photo_hmms___7542b8947004703ff07d5dc8d288bb9d4b6ccba0df6073836a6949b2,45.04
PsbA-nuc-Cyanobacterium_stanieri_PCC_7202.fa_2Z87P.faa.final_tree.fa___photo_hmms___7c517e6bc646d9cc15d64d4af17613d8deef30dbafd71e1e5a4306fc,44.19
PsbA-nuc-Cyanobacterium_stanieri_PCC_7202.fa_2Z87P.faa.final_tree.fa___photo_hmms___1fd0923e0c35e0e0de6a6d0bd8cac19c5ec29c7b40e8f19ab5e2cf62,44.1
PsbA-nuc-Cyanobacterium_stanieri_PCC_7202.fa_2Z87P.faa.final_tree.fa___photo_hmms___583cd65ba7cd02a11e0d97c8d7dfae4807811be6819d44f7fb341612,46.27
PsbA-nuc-Cyanobacterium_stanieri_PCC_7202.fa_2Z87P.faa.final_tree.fa___photo_hmms___3c2f52a4a4218f598f333a345aef79c919789c46c5a7cf79baf3bd6b,46.46
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___09068aa7aefabb53cf025cf8d628468645a5c46e848f346468bae91f,63.14
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b406fa7f70fa2d04462982b7af53da211e06da478cd062c636defd3,63.83
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___ae3c2bcad983ff6e93427596460cafa12545ba4711dd9cfa9d3fea7b,63.52
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___6042b2313b9c1139d9436863fc669d17c04f74b5f4e02dd323886c39,63.89
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___5f0cb19a0af8f89f775255a2548f6cf80dcd82113de628d54f6b6853,62.57
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___ff683e71e5c23b4be181b38cbf66e12f914b90597e541c091067b5c2,64.81
PsbA-nuc-Cyanobium_gracile_PCC_6307.fa_2Z87P.faa.final_tree.fa___photo_hmms___a7feebb7da9cb4b8f072019081695cfe8d9e2169f2edfba28310ca9e,64.59
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___11182879a4d31f0cb8aab7a6b8813444c5142b8726094e507701d984,62.95
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___f40586cf548cc5eec3b1abd48a07363d178c50cdc5a67349a1fafae8,64.91
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___7f3e349cbab62fcc14f47918f037ac92479ce0d1ed2352b207587beb,62.78
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___78893aa0bac7810cbd949a4d864861a4121ea4ea6daad83e43f5eb0f,65.06
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___eb6af1be235744882942db4233a9db1e92cee003ae49f1227efb1edf,62.59
PsbA-nuc-Cyanobium_sp._NIES-981.fa_2Z87P.faa.final_tree.fa___photo_hmms___87464efb9626643ebeda5ba7af87a78aaa031db3888e54d479695932,65.44
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___449c51189049913807672faac476618df7e569d837453995cb67ba88,63.92
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___63d48b3ecf025da9228c4c72a34859d1c8e730214593304cb5d9d5ca,62.5
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___335872d6ad158305cd712ba0b9ee1ab08fa76d2f0849c8bdcbd7e219,63.4
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___346fc75ab3ec765967f7250f306b965708c73ed0a50f5e0a317ee607,61.37
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___b668ce6a152a9ea08f165e026f5d0a4c59de6560c162697dbb585964,64.35
PsbA-nuc-Cyanobium_sp_NS01.fa_2Z87P.faa.final_tree.fa___photo_hmms___be6898e6e07de8fd8e00cf39230a25c0a533c14f24815bff8c358c7f,62.31
PsbA-nuc-Cyanothece_sp_PCC_7425.fa_2Z87P.faa.final_tree.fa___photo_hmms___91a0920cc97c305a921de592b6263b0f58f6805230d41cc1ec9c90af,55.81
PsbA-nuc-Cyanothece_sp_PCC_7425.fa_2Z87P.faa.final_tree.fa___photo_hmms___92b2913e8f21cecdaaeca60978b7b5067c062b24c286f639c9641b86,55.59
PsbA-nuc-Cyanothece_sp_PCC_7425.fa_2Z87P.faa.final_tree.fa___photo_hmms___ecf063b51e69b79a750ec58e5afca6653be9f93bfdc2cb646ea91a89,55.68
PsbA-nuc-Cyanothece_sp_PCC_7425.fa_2Z87P.faa.final_tree.fa___photo_hmms___d571dfafb33ddff9a027ce1661bc51b0b320c9c7695e5f0c8317e38a,51.54
PsbA-nuc-Cyanothece_sp_PCC_7425.fa_2Z87P.faa.final_tree.fa___photo_hmms___c3e9f6b9d4ae891be71d19e4f1a74a64ec73d6d8c18f05325acdf154,55.81
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___7303f67ae0b2bddbc2badd30106789c92bad9415dc5cb2dc4b0fca02,47.83
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___44560b76c0dc9b39a92c41f38cb5285d0f40dbadffcc454a4e0f29e2,47.0
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___2e3a0d0fd7eb853331e4c321709a36942f0bb0556213e1bc8ab83334,47.09
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___b64dcda701d3686a44bc17088f4b55feedf749c437d4123ba7c0dbf2,47.25
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___e85e5490962b423f166fbafaf4b077375034ac1489d1f6489159d725,47.55
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___0c1701d0a4e3ba33191ad2cd860d807c80b12b1fb8189ed9c5064f0c,47.55
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___568cab8ba2af4ce7fb52fc58b371c990e4d0b916cd30747e122f67d1,45.93
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___9d6ca86295bb03374b371cdbc3322766fc47e6e3a91d3587b5699e28,37.52
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f3ac2cd9a9cf77276bb7707cecfd3b0cdae5f7c0e254128653012c23,47.37
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___d45fad502edcf00033dbd2b85d9bb3eed4c756fc84a11cf7af1a5bf2,48.38
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___79cf43cdad50aab7f51195a50287c08ff337379a8f481ed69009201d,48.38
PsbA-nuc-Cylindrospermopsis_curvispora_GIHE-G1.fa_2Z87P.faa.final_tree.fa___photo_hmms___b495b0d9322f0018c40a70396a371d89a485704bfa2edc2222c41ccb,48.38
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___7431d5f3337fd1d082622e78897d02b529624ba52f2d7e11286b1fb3,47.26
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___df3639d5bb8c8a118535b5fb8df1d6e25e3753e45fdd78e4773260e2,47.28
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___18f127e5ce17b77b6f119d07dcaaaeba4ca6575efe33e5dc60b4eb39,47.16
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___5b2f5dafa4b89c381f7e69669dc7575ff07f602dbed6cb059131e3c6,47.74
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___2d780a8d1e9318e5b3fcaf302b33f9559be717b7e741e9130a4bd55d,47.74
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___58bf34096e71ccd93938fdfd249622b305d6633a6df9b4d0d99d9dd9,47.0
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___e9c4206f56f7b0662fc2fa827856f50618869d436827b124bdd885f0,46.21
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___05da4dacbceb97c0309e0fd8ece29a36e37b9ea038e7d826cbeed7e7,47.28
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___d6c261f9eb31c3f2c144953957ec045e411abf53066d645b9a8187e3,47.74
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___69a3f1d71a437e1d43f363211ad7429fb7c0cddbc7c8a43ab76bc17e,46.81
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___7ec20efe840c8bbb71cbb2d16bc6e21230a3df9ce97fe7e548bc3803,47.09
PsbA-nuc-Cylindrospermopsis_raciborskii_CS-505.fa_2Z87P.faa.final_tree.fa___photo_hmms___3bac0a8e622aefd85d55550d51dc0b70c0c698114fa8280e6cae5ed1,47.09
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___1c2c58ce722643d5ed42c70f08c3ffc5f09aa21c71cdb2b0f180daaa,47.18
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___21507858dac2c29b948f4e6b5cd356c429e219be4fd449341b898cad,47.18
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___1cc6aea3902daedf9ff9017a1696dcb4c9f564cb7e7cfa810772c9ad,47.0
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___b142d1d0b31b2e5c2bf904c8ff6cafd4c700800991db99cd543071ee,46.31
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___0d64b1bfbd8903a33ab242ac0b5e401dd018fac6ae47f3a2a3577f91,46.72
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___0af09e40c3f42ace514ee672ee38944b569be530ccd8ee19f6c66b03,48.2
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___999f941a46f6765bac509927cd148b0061ccf62fad279e5c059e149b,47.09
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___3ad3d66887e700367ab92f83cfc126522c9518b9abb9e4da3b5eabcb,47.55
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___ae544b9b28c74ee1be9873df4eb6cc4a27d6dd72222df6d64f767b0a,46.91
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___6963b8b7d18269fe2a90170680ad8ab9e68cb6e808165b59cc0b2bbb,46.88
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___bbcf209a09639b7a77d52f9b0500bd8862953a86737a0d7e16f4a59d,47.18
PsbA-nuc-Cylindrospermopsis_raciborskii_ITEP-A1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f4f7efe61ff9707666a8311b844f2202c96606a2d4449062eec2e063,47.65
